TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectE - TIM - 1814,"Inst5 implementation of device phase ""setup"" and ""off"" tests in section 6.3.5 differs from Inst5 design",3,"Function: mcWchem_ServiceStirTimer File: mcWchem.c Line number: 3107 Design Document ""ProjectE Project Inst5 Flight Software Design Document Rev A"" D-32445_Inst5_FSW_Design_Doc_RevA.doc Document Section: 6.3.5 Design shows that if Phase = ""setup"" then Power On Stirrer. If Phase = ""Off"", check for stir suppression and Power On Stirrer only if stir suppression is False. That is, only the ""off"" case should check for stir suppression. As implemented, tests for ""setup"" and ""off"" share the same case block, and both check for stir suppression. If phase = ""setup"" and stir suppression = True, some setup steps may be erroneously omitted.",10/12/06
ProjectE - TIM - 1813,Inst5 implementation of device enable test Section 6.3 differs from Inst5 design,3,"Function: mcCmd_VerifyEnable File: mcCmd.c Design Document ""ProjectE Project Inst5 Flight Software Design Document Rev A"" D-32445_Inst5_FSW_Design_Doc_RevA.doc Several design elements from section 6.3 of the design document call function mcCmd_VerifyEnable to test for device enable. In each case, if the test fails, the design indicates that a message should be issued and the function exited. However, the function implementation tests for device enable, issues a message upon enable failure, but then continues executing segments of function code. example code implementation: if (mcCmd_VerifyEnable(MC_DEVICE_WCHEM,&status) == ERROR) EVR_REPORT_EVENT_0(EVR_WARNING, MC_WCHEM_ENABLE_STIR_EVR_ID, EVR_LOC(__LINE__), ""Wet-chem disabled; WCHEM_STIR failed""); File: mcWchem.c Functions calling mcCmd_VerifyEnable without exit after message: mcWchem_DrawerClose_chk, line 331, design section 6.3.2 mcWchem_DrawerOpen_chk, line 631, design section 6.3.1 mcWchem_TempControl_chk, line 1001 design section 6.3.7 mcWchem_Read_chk, line 1582, design section 6.3.6 mcWchem_ReleaseReagent_chk, line 2420 design section 6.3.4 mcWchem_ReleaseH2o_chk, line 2697 design section 6.3.3 mcWchem_Stir_chk, line 2893 design section 6.3.5",10/5/06
ProjectE - TIM - 1812,Missing global variable definition in the Build 5.1 FSW (Inst9),4,The following extern global variable is missing its definition in the Build 5.1 FSW. extern Global: PacsimTaskId File: ra_command.c Line: 575,9/21/06
ProjectE - TIM - 1811,Unused global variable in the Build 5.1 FSW (Inst6),4,The following global variable is unused in the the Build 5.1 FSW. There is no indication of the status of this variable for the ProjectE FSW. Variable: Inst6_overtime_evr_gate File: Inst6_preheat.c Line: 61,9/21/06
ProjectE - TIM - 1810,Macros have multiple definitions in Build 5.1 FSW (Inst6),4,The following have a definition that occurs in two separate places of the code: Inst6_PACI_DEF_TIMOUT File: Inst6_types.h Lines: 400 and 430,9/21/06
ProjectE - TIM - 1809,Unused global variable in the Build 5.1 FSW (Inst6),3,"Global variable 'Inst6_inst_if_disc_err_cnt' is declared at line 77 in Inst6_globals.h and defined at line 128 in Inst6_globals.c. However the variable is not used. Because of potential interaction with HLFP system indicated by usage of the variable, this issue is assigned severity level 3 rather than 4.",9/21/06
ProjectE - TIM - 1808,Duplicate function declaration in Build 5.1 FSW (I/O),3,"The function, cio_isr_task, is declared twice in the following files: 1. cio_isr.h, Line 44 2. cio_task.h, Line 39",9/21/06
ProjectE - TIM - 1807,Variable value never used after assignment,4,"The following variables are assigned a value and then are never used: l_ccu File: eps_ccu.c Line: 891 Function: eps_ccu_calc_volt_temp_soc() IV&V Note: Initialized as a pointer, then never used l_ccu File: eps_ccu.c Line: 3637 Function: eps_ccu_cell_open() IV&V Note: Initialized as a pointer, then never used",9/14/06
ProjectE - TIM - 1806,Macros have multiple definitions,4,The following have a definition that occurs in two seperate places of the code: SAM_LV_SEP_DEF_CFG File: config_file.h Lines: 266 and 409 SAM_LM_DEF_CFG File: config_file.h Lines: 265 and 410 SAM_CFG_BASE File: config_file.h Lines: 263 and 405 SAM_CS_SEP_DEF_CFG File: config_file.h Lines: 267 and 408 LANDED_INIT_BLOCK File: hlfp_fpe_cfg.h Line: 83 File: hlfp_sme_cfg.h Line: 173 SANITY_PERSISTENCE File: sam_cfg_file.h Line: 119 File: sam_lsad_cfg.h Line: 93,9/14/06
ProjectE - TIM - 1805,Return value of function not used,4,"Some of the functions below never use their return value, while others demonstrate inconsistant usage. The Flexe-Lint messages generated are all either: 144 - Error, non-existant return value for a function, or 534 - Warning, ignoring return value of a function. Function: assign File: vm_opcode.c Line: 1462 Warning Message 534 Function: eps_discrete_sw_cmd File: eps_discrete_sw.c Line: 962 Warning Message 534 Function: vm_engine_process_spawn File: vm_engine.c Line: 5205 Warning Message 534 Function: spawn File: vm.c Line: 1048 Warning Message 534 Function: load File: vm.c Line: 894 Error Message 144 Function: preserve_and_reload_buffer File: vm_parser.c Line: 5434 Warning Message 534 Function: vm_opcode_assign File: vm_expr.c Line: 234 Warning Message 534 Function: gerReadCfgFile File: ger_Guided_Entry_Ref.c Line: 106 Warning Message 534 Function: fsw_readCfgFile File: SME.c Line: 203 Warning Message 534 Function: msg_init_queues File: msg.c Line: 203 Warning Message 534 Function: clockCMICRead File: clockLib.c Line: 2795 Warning Message 534 Function: ioctl File: ac_propulsion.c Line: 1575 Warning Message 534 Function: ioctl File: cmic_drv.c Line: 490 Warning Message 534 Function: ioctl File: pty.c Line: 432, 453, 462, 463, 470, 471, 474, 475, 476 Warning Message 534 Function: ioctl File: FLTREC.c Line: 1368, 1371, 1671, 1674 Warning Message 534 Function: ioctl File: upl_codeblock.c Line: 156, 200 Warning Message 534 Function: cio_read_atom File: teleUHF.c Line: 3072 Error Message 144",9/8/06
ProjectE - TIM - 1804,Return value of function not used,3,"Function: eps_sensor_data_read_eu File: eps_ccu.c Line: 3591 Warning Msg 534 The function, eps_ccu_cbu_malfunction, calls eps_ccu_cbu_get_bypass_data, which calls eps_sensor_data_read_eu. However eps_sensor_data_read_eu has the possibility of returning early on invalid id. That could lead to a misinterpreation of the number of battery cells being bypassed in function eps_ccu_cbu_malfunction. The other functions that call eps_sensor_data_read_eu use the return value of the function.",9/8/06
ProjectE - TIM - 1803,Return value of function not used,3,Function: vm_external_data_read File: vm_operand.c Line: 358 Warning Msg 534 The function is defined in vm_external_data.c. Lines 280 and 283 of vm_external_data.c (see excerpt) allow early returns without generating and EVR.,9/8/06
ProjectE - TIM - 1802,Unused global variable,3,"Global variable 'FPE_uhf_antenna' is declared at line 162 and not used. Because of potential interaction with HLFP system indicated by usage of the variable, this issue is assigned severity level 3 rather than 4. File: phx_fsw.ar\hlfp.mod\FPE.c Line 162 Msg 552 - Warning",9/7/06
ProjectE - TIM - 1801,Unused local variable,4,Local variable 'comm_duration' is declared at line 124 of function 'SME_Do_CommAtt' and not used. File: phx_fsw.ar\hlfp.mod\SME_CommAtt_md.c Line 124-812 Msg 550 - Warning,9/7/06
ProjectE - TIM - 1800,Switch statement has no default case,3,Switch statement has no default case. File: phx_fsw.ar\telecom.mod\teleUHF.c Line 1822 Msg 744 - Info,9/7/06
ProjectE - TIM - 1799,Switch statement has no default case,3,Switch statement has no default case. File: phx_fsw.ar\eps2.mod\eps_Initiator.c Msg 744 - Info The file contains two instances of switch statements with no default case: Function 'eps_Initiator_Load' Switch statement Begins line 158 Ends line 180 Function 'eps_Initiator_SmartLoad' Switch statement Begins line 647 Ends line 669,9/7/06
ProjectE - TIM - 1798,Uninitialized variable,4,"Too few initializers for aggregate 'ls_last_time'. One of two values is initialized. File: phx_fsw.ar\eps2.mod\eps_ccu.c Line: 1026 Msg 785 - Info Code: static double ls_last_time[NUM_EPS_CCU_ID] = {0.0}; NUM_EPS_CCU_ID=2, so one more value should have been initialized.",9/7/06
ProjectE - TIM - 1797,Unused global variable in the Build 5.1 FSW (I/O),4,The following global variable is unused in the the Build 5.1 FSW. There is no indication of the status of this variable for the ProjectE FSW. iocNodeCmic.c Line: 153 Variable: iocNodeCmicBoundsNoMem,9/7/06
ProjectE - TIM - 1796,Unused functions in the Build 5.1 FSW,4,The following functions are unused in the the Build 5.1 FSW. There is no indication of the status of these functions for the ProjectE FSW. ac_act_suite.c Line: 211 Function: ac_asGetStatus eps_pdc_sw.c Line: 2236 Function: eps_pdc_sw_get_alt_pwr FPE.c Line: 3064 Function: FPE_safing_requestor_other_than_landed_wakeup fsw_trace.c Line: 141 Function: int11_trace_enable sam_Cruise_Sep_Monitor.c Line: 612 Function: samCSM_State sam_Sensor.c Line: 488 Function: samSensor_getReadErrCounterId,9/7/06
ProjectE - TIM - 1795,Unused functions in the Build 4 FSW (Inst6/Inst6b),4,The following functions are unused in the the Build 4 FSW. There is no indication of the status of these functions for the ProjectE FSW. ice_JpegSetACTable 1. File: ice_tbl.c 2. Line: 1174 ice_JpegSetDCTable 1. File: ice_tbl.c 2. Line: 1122 ice_JpegSetQTable 1. File: ice_tbl.c 2. Line: 1225 ice_LUTSetTable 1. File: ice_tbl.c 2. Line: 1264 img_Init 1. File: magi_image.c 2. Line: 215 Inst8_CCDFreeImgSlot 1. File: Inst8_image.c 2. Line: 190 Inst8_CmdFpEnable 1. File: Inst8_fsw.c 2. Line: 683 Inst8_CmdGetBadCount 1. File: Inst8_cmd.c 2. Line: 149 Inst8_CmdGetCmdCount 1. File: Inst8_cmd.c 2. Line: 131 Inst8_CmdGetFPCond 1. File: Inst8_fsw.c 2. Line: 700 Inst8_CmdGetRejCount 1. File: Inst8_cmd.c 2. Line: 167 Inst8_GetHeaterState 1. File: Inst8_preheat.c 2. Line: 197 Inst8_GetPrevPhase 1. File: Inst8_move.c 2. Line: 542 Inst8_StowMove 1. File: Inst8_move.c 2. Line: 1075 Inst6_CmdCCD 1. File: Inst6_inst_cmds.c 2. Line: 326 Inst6_CmdFILL 1. File: Inst6_inst_cmds.c 2. Line: 569 Inst6_CmdGetFPCond 1. File: Inst6_fsw.c 2. Line: 761 Inst6_GetCurrDirection 1. File: Inst6_move.c 2. Line: 753 Inst6_GetHeaterMaxTime 1. File: Inst6_preheat.c 2. Line: 274 Inst6_GetHeaterTargetTemp 1. File: Inst6_preheat.c 2. Line: 412 Inst6_ReadAllADC 1. File: Inst6_status.c 2. Line: 626 Inst6_SetLastADC 1. File: Inst6_move.c 2. Line: 1067 Inst6_SetPrevPosition 1. File: Inst6_move.c 2. Line: 879,7/23/06
ProjectE - TIM - 1794,Unused functions in the Build 4 FSW (Inst9),4,The following functions are unused in the the Build 4 FSW. There is no indication of the status of these functions for the ProjectE FSW. ra_CmdGetFpCond 1. File: ra_fp.c 2. Line: 112 ra_col_get_link_poses 1. File: ra_col.c 2. Line: 3107 ra_col_get_obj 1. File: ra_col.c 2. Line: 3042 ra_col_get_objs 1. File: ra_col.c 2. Line: 3125 ra_compute_object_poses 1. File: ra_col.c 2. Line: 2871 ra_write_mgr_q 1. File: ra_queues.c 2. Line: 1152,7/23/06
ProjectE - TIM - 1793,Unused functions in the Build 4 FSW (Inst10),4,The following functions are unused in the the Build 4 FSW. There is no indication of the status of these functions for the ProjectE FSW. metdmGetFpConditionLidar 1. File: metdm.c 2. Line: 357 metdmGetFpConditionPt 1. File: metdm.c 2. Line: 362 metdmPutF32 1. File: metdm.c 2. Line: 324 metdmPutU32 1. File: metdm.c 2. Line: 317,7/23/06
ProjectE - TIM - 1792,Unused functions in the Build 4 FSW (Inst4),4,The following functions are unused in the the Build 4 FSW. There is no indication of the status of these functions for the ProjectE FSW. Inst4_fp.c 1. Function: Inst4_Condition1_Get (line 103) 2. Function: Inst4_Condition1_Set (line 159) 3. Function: Inst4_Condition2_Get (line 191) 4. Function: Inst4_Condition2_Set (line 224),7/23/06
ProjectE - TIM - 1791,Unused functions in the Build 4 FSW,4,The following functions are unused in the the Build 4 FSW. There is no indication of the status of these functions for the ProjectE FSW. Downlink_Alloc 1. File: DownlinkExt.c 2. Line: 313 Downlink_AllowedPackets 1. File: DownlinkExt.c 2. Line: 293 Downlink_Free 1. File: DownlinkExt.c 2. Line: 345 FLTREC_Retrieve_Obits 1. File: FLTREC.c 2. Line: 744 FPUcmd_send_immed_command232 1. File: FPU_Commander.c 2. Line: 227 HLFPcmd_Commander_Done 1. File: FPU_Commander.c 2. Line: 381 ac_propGetCumulativeOnTime 1. File: ac_propulsion.c 2. Line: 1617 ac_propGetPrevPulseWidths 1. File: ac_propulsion.c 2. Line: 1509 ac_propGetThrustingFlag 1. File: ac_propulsion.c 2. Line: 1643 ac_propSetMinorFrameOffset 1. File: ac_propulsion.c 2. Line: 893 ac_propSetRtcValuePtr 1. File: ac_propulsion.c 2. Line: 1590 adGc_FswInit 1. File: ad_GyroComp.c 2. Line: 82 adGc_LandedNav_Data_Corrupted 1. File: ad_GyroComp.c 2. Line: 451 ad_ImuGetAccelCondition 1. File: ad_imu.c 2. Line: 1762 ad_ImuSetAccelCondition 1. File: ad_imu.c 2. Line: 1806 ad_ImuSetGyroCondition 1. File: ad_imu.c 2. Line: 1784 ad_MrdQuatGet 1. File: ad_state.c 2. Line: 723 ad_MrdRateGet 1. File: ad_state.c 2. Line: 771 ad_StellarRateGet 1. File: ad_state.c 2. Line: 819 ad_StellarResidualError 1. File: ad_stellar.c 2. Line: 451 ad_TransToAllStellarIsEnabled 1. File: ad_state.c 2. Line: 1121 ahrCalGetBiasCondition 1. File: calib.c 2. Line: 349 ahrCalGetScaleCondition 1. File: calib.c 2. Line: 345 ahrCalSetBiasCondition 1. File: calib.c 2. Line: 357 ahrCalSetScaleCondition 1. File: calib.c 2. Line: 353 asr_Calc_Total_Time 1. File: asr_Abs_Slew_Ref.c 2. Line: 421 asr_FswInit 1. File: asr_Abs_Slew_Ref.c 2. Line: 89 cio_ddt_initialize 1. File: cio_ddt.c 2. Line: 204 cio_error_count 1. File: cio.c 2. Line: 1325 cio_function 1. File: cio.c 2. Line: 1363 cio_last_error 1. File: cio.c 2. Line: 1549 cio_lock 1. File: cio.c 2. Line: 1592 cio_reset_error 1. File: cio.c 2. Line: 2002 cio_set_alert_callback 1. File: cio.c 2. Line: 2048 cio_set_alert_interrupt_callback 1. File: cio.c 2. Line: 2093 cio_unlock 1. File: cio.c 2. Line: 2137 cio_write_atom 1. File: cio.c 2. Line: 2192 cio_write_n_bytes 1. File: cio.c 2. Line: 2297 cmic_getErrorCount 1. File: cmic_drv.c 2. Line: 558 crc16_reset 1. File: crc.c 2. Line: 145 eep_getErrorCount 1. File: eep_drv.c 2. Line: 480 eps_emic_relay_get_relay_from_comp 1. File: eps_emic_relay.c 2. Line: 2190 eps_pdc_sw_get_comp_id 1. File: eps_pdc_sw.c 2. Line: 2287 eps_pdc_sw_get_ctrl_rpc_sw 1. File: eps_pdc_sw.c 2. Line: 1436 eps_pdc_sw_get_pdcshed_enable 1. File: eps_pdc_sw.c 2. Line: 1489 eps_pdc_sw_set_pdcshed_enable 1. File: eps_pdc_sw.c 2. Line: 1545 eps_sensor_data_get_cond 1. File: eps_sensor_data.c 2. Line: 1067 eps_sensor_data_push_raw 1. File: eps_sensor_data.c 2. Line: 695 evrDisableID 1. File: evr.c 2. Line: 2758 evrEnableID 1. File: evr.c 2. Line: 2732 evrShowDisabled 1. File: evr.c 2. Line: 2784 evr_get_dead_tlm 1. File: evr.c 2. Line: 1946 exc_Context 1. File: exceptionDef.c 2. Line: 345 flash_read_error_count_access 1. File: flash_dev.c 2. Line: 1041 flash_read_error_count_clear 1. File: flash_dev.c 2. Line: 1045 flash_write_error_count_access 1. File: flash_dev.c 2. Line: 1049 flash_write_error_count_clear 1. File: flash_dev.c 2. Line: 1053 fpc_dsi_filter_load 1. File: exceptionDef.c 2. Line: 926 fpc_dsi_print_filters 1. File: exceptionDef.c 2. Line: 954 fsw_cmd_send_2_long_parms 1. File: fsw_utils.c 2. Line: 546 heap_get_anchor_size 1. File: heap.c 2. Line: 1996 heap_get_anchors 1. File: heap.c 2. Line: 1214 heap_get_num_of_anchors 1. File: heap.c 2. Line: 2037 heap_join 1. File: heap.c 2. Line: 1891 heap_memcpy 1. File: heap.c 2. Line: 1844 heap_realloc 1. File: heap.c 2. Line: 1679 heap_set_reconstruct 1. File: heap.c 2. Line: 1266 heap_show 1. File: heap.c 2. Line: 1757 hpp_count 1. File: hpp.c 2. Line: 125 hpp_major_frame_rate 1. File: hpp.c 2. Line: 122 hpp_minor_frame_period 1. File: hpp.c 2. Line: 123 hpp_period 1. File: hpp.c 2. Line: 124 hpp_tick_rate 1. File: hpp.c 2. Line: 124 idle_reset_event_reports 1. File: idle.c 2. Line: 190 iocCmicWriteEnable 1. File: iocNodeCmic.c 2. Line: 1438 iocGetErrorCount 1. File: iocNodeAnalog.c 2. Line: 68 iocResetErrorCount 1. File: iocNodeAnalog.c 2. Line: 104 ms1553bCommInFault 1. File: ms1553bInterface.c 2. Line: 797 ms1553bCyclicCmd 1. File: ms1553bInterface.c 2. Line: 289 ms1553bCyclicCmdRemove 1. File: ms1553bInterface.c 2. Line: 397 ms1553bGetRtCondition 1. File: ms1553bInterface.c 2. Line: 715 ms1553bSetRtCondition 1. File: ms1553bInterface.c 2. Line: 758 ms1553bSetSummitCondition 1. File: ms1553bInterface.c 2. Line: 674 nav2_Get_Quat_MRD_to_Descent 1. File: nav2_pub.c 2. Line: 236 nav2_Get_Trans_MRD_to_Descent 1. File: nav2_pub.c 2. Line: 267 paciBoardReset 1. File: paciDrv.c 2. Line: 2776 paciGetErrorCount 1. File: paciDrv.c 2. Line: 548 paciReadParallel 1. File: paciDrv.c 2. Line: 1447 paciReadSASI 1. File: paciDrv.c 2. Line: 1348 paciResetErrorCount 1. File: paciDrv.c 2. Line: 578 paciSimDiscreteIo 1. File: paciDrv.c 2. Line: 1985 paciWriteAnalog 1. File: paciDrv.c 2. Line: 1796 paciWriteSASI 1. File: paciDrv.c 2. Line: 2155 ro_FFwdTrqSet 1. File: ro_Ref_Orientation.c 2. Line: 126 ro_QuatGet 1. File: ro_Ref_Orientation.c 2. Line: 84 ro_QuatSet 1. File: ro_Ref_Orientation.c 2. Line: 71 ro_RateGet 1. File: ro_Ref_Orientation.c 2. Line: 111 ro_RateSet 1. File: ro_Ref_Orientation.c 2. Line: 98 rom_Actuator_Get 1. File: rom_ref_Mode.c 2. Line: 516 rsr_Set_RSR_Parms 1. File: rsr_Rel_Slew_Ref.c 2. Line: 328 rv_Get_Inertial_Vec_Dist2 1. File: rv_Ref_Vector.c 2. Line: 60 saq_Set_Cmd_Info 1. File: saq_Sun_Acq_Ref.c 2. Line: 456 saq_Set_Nom_Rate 1. File: saq_Sun_Acq_Ref.c 2. Line: 478 saq_Set_Rotation_Info 1. File: saq_Sun_Acq_Ref.c 2. Line: 434 sch_read_entry 1. File: sch.c 2. Line: 260 sch_write_entry 1. File: sch.c 2. Line: 234 ssaAlignMatrixGet 1. File: sun_sensor.c 2. Line: 1002 teleSDST_Get_Backup_SDST 1. File: teleSDST.c 2. Line: 605 teleSDST_Get_Tlm_Data_Word 1. File: teleSDST.c 2. Line: 643 teleSDST_PassThru_Cmd 1. File: teleSDST.c 2. Line: 769 thmAccess_Get_Heater_Condition 1. File: thmAccess.c 2. Line: 55 thmAccess_Get_Sensor_Condition 1. File: thmAccess.c 2. Line: 205 thmAccess_Set_Heater_Condition 1. File: thmAccess.c 2. Line: 133 thmAccess_Set_Thermostat_Condition 1. File: thmAccess.c 2. Line: 362 thmAccess_Thermostat_Recovery 1. File: thmAccess.c 2. Line: 417 tlmTrackCounter_getTlmId 1. File: tlmTrackCounter.c 2. Line: 150 tlmTrackCounter_setCurrent 1. File: tlmTrackCounter.c 2. Line: 309 tlm_file_open_write 1. File: telemetry_file.c 2. Line: 91 tlm_file_write 1. File: telemetry_file.c 2. Line: 151 tlm_store_array_int 1. File: telemetry.c 2. Line: 2358 uldlHCRInit 1. File: uldlDrv.c 2. Line: 101 uldlPollTask 1. File: uldlDrv.c 2. Line: 1513 upl_session_get_total_valid_frames 1. File: upl_session.c 2. Line: 93 vm_engine_is_loaded 1. File: vm_engine.c 2. Line: 5741 vm_engine_number_set_abort_evaluation_callback 1. File: vm_engine.c 2. Line: 6167 vm_engine_number_start_count 1. File: vm_engine.c 2. Line: 6334 vm_engine_store_state 1. File: vm_engine.c 2. Line: 7193 vm_gv_read_command 1. File: vm_globals.c 2. Line: 516 vm_gv_read_double 1. File: vm_globals.c 2. Line: 574 vm_gv_read_logical 1. File: vm_globals.c 2. Line: 675 vm_gv_read_string 1. File: vm_globals.c 2. Line: 726 vm_gv_read_time 1. File: vm_globals.c 2. Line: 780 vm_gv_write_command 1. File: vm_globals.c 2. Line: 884 vm_gv_write_logical 1. File: vm_globals.c 2. Line: 1058 vm_load 1. File: vm.c 2. Line: 1853 vm_stack_copy 1. File: vm_stack.c 2. Line: 157 vm_symbol_table_look_up_name_from_offset 1. File: vm_symbol_table.c 2. Line: 427 vm_symbol_table_look_up_offset 1. File: vm_symbol_table.c 2. Line: 467 vm_symbol_table_set_tlm_id 1. File: vm_symbol_table.c 2. Line: 610 vtr_Set_BF_Vec 1. File: vtr_Vector_Track_Ref.c 2. Line: 587,7/23/06
